date,Site_name,Site_number,JD,CJD,MO,DAY,YR,TIME,Q_cfs,staff_gage_ft,temp_C,cond_microS,DO_mg_L,pH,psat_percent,TP_microg_L,PO4_microg_L,NH4_microg_L,NO2_microg_L,NO3_NO2_microg_L,TN_microg_L,SiO2_microg_L,TSS_mg_L,turbidity_NTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2001,Sycan R @ Drews Rd,SR0070,80,80,3,21,2001,1507,68.6,NA,10.13,69,10.5,7.68,106.4,68,NA,36,NA,4,517,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2001,Sycan R @ Drews Rd,SR0070,94,94,4,4,2001,1310,78.3,NA,6.66,73,12.25,7.63,110.1,55,24,23,NA,22,491,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2001,Sycan R @ Drews Rd,SR0070,109,109,4,19,2001,1305,55.7,NA,10.15,115,10.65,7.93,105.9,61,29,22,NA,4,387,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2001,Sycan R @ Drews Rd,SR0070,137,137,5,17,2001,1340,55,NA,16.85,101,11.51,8.48,131.5,44,33,41,NA,36,340,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2001,Sycan R @ Drews Rd,SR0070,151,151,5,31,2001,NA,25.2,NA,20.33,101,10.24,8.53,129.4,56,36,3,NA,39,434,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2001,Sycan R @ Drews Rd,SR0070,165,165,6,14,2001,1335,16.2,NA,19.53,112,12.54,8.93,155.3,55,33,3,NA,4,195,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2001,Sycan R @ Drews Rd,SR0070,178,178,6,27,2001,1346,23.8,NA,13.72,119,9.73,8.16,108.1,44,35,3,NA,32,183,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2001,Sycan R @ Drews Rd,SR0070,193,193,7,12,2001,1340,23.2,NA,21.54,124,12.65,8.87,166.4,61,48,NA,NA,4,307,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2001,Sycan R @ Drews Rd,SR0070,206,206,7,25,2001,1230,18.6,NA,21.74,122,11.86,9.08,156.5,61,42,20,NA,12,207,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2001,Sycan R @ Drews Rd,SR0070,234,234,8,22,2001,1349,22,NA,19.99,116,11.24,8.78,144.1,53,49,22,NA,19,260,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2001,Sycan R @ Drews Rd,SR0070,249,249,9,6,2001,1217,16.3,NA,14.11,120,11.31,8.69,125.3,49,42,3,NA,25,191,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2001,Sycan R @ Drews Rd,SR0070,261,261,9,18,2001,1250,16.7,NA,16.27,130,11.42,8.55,135,55,55,40,NA,29,295,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2001,Sycan R @ Drews Rd,SR0070,275,275,10,2,2001,1226,24.4,NA,13.95,129,11.17,8.28,124.4,56,45,19,NA,13,278,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2001,Sycan R @ Drews Rd,SR0070,289,289,10,16,2001,1210,25.1,NA,10.4,128,11.2,8.41,116.6,55,45,22,NA,25,221,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2001,Sycan R @ Drews Rd,SR0070,318,318,11,14,2001,1245,29,NA,7.57,151,12.15,7.99,116.3,70,57,3,NA,32,337,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2001,Sycan R @ Drews Rd,SR0070,331,331,11,27,2001,1230,20.2,NA,2.53,131,12.97,8.13,109.9,54,45,NA,NA,38,259,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2001,Sycan R @ Drews Rd,SR0070,344,344,12,10,2001,1223,28.3,NA,2.08,143,12.74,7.79,105.9,62,52,18,NA,46,354,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2002,Sycan R @ Drews Rd,SR0070,9,374,1,9,2002,1257,247,NA,1.08,51.4,11.71,7.47,96,66,28,3,NA,4,509,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2002,Sycan R @ Drews Rd,SR0070,23,388,1,23,2002,1220,37.6,NA,3.3,119.5,11.44,7.43,100.2,69,49,3,NA,67,380,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2002,Sycan R @ Drews Rd,SR0070,35,400,2,4,2002,1208,29.4,NA,3.51,128.9,11.66,7.55,101.3,72,56,23,NA,71,288,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2002,Sycan R @ Drews Rd,SR0070,51,416,2,20,2002,1225,69.8,NA,4.38,130.9,10.5,7.31,94.2,101,58,17,NA,45,613,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2002,Sycan R @ Drews Rd,SR0070,56,421,2,25,2002,1250,166,NA,2.43,50.6,12.88,7.32,107.9,68,25,39,NA,24,445,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2002,Sycan R @ Drews Rd,SR0070,71,436,3,12,2002,1235,181,NA,5.12,62,11.38,7.47,104.2,58,22,62,NA,14,506,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2002,Sycan R @ Drews Rd,SR0070,86,451,3,27,2002,1157,173,NA,7.73,58.2,10.35,7.59,101.3,54,21,3,NA,18,564,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2002,Sycan R @ Drews Rd,SR0070,99,464,4,9,2002,1235,192,NA,11.33,63,8.71,7.26,93.2,53,21,23,NA,18,561,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2002,Sycan R @ Drews Rd,SR0070,105,470,4,15,2002,1102,388,NA,10,52.6,9.32,7.48,97.5,72,19,12,NA,21,680,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2002,Sycan R @ Drews Rd,SR0070,113,478,4,23,2002,1300,238,NA,12.94,57.9,9.88,7.66,108.7,42,19,24,NA,11,544,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2002,Sycan R @ Drews Rd,SR0070,127,492,5,7,2002,1310,236,NA,12.26,56.4,10.12,7.76,110.6,33,16,17,NA,11,530,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2002,Sycan R @ Drews Rd,SR0070,141,506,5,21,2002,1240,144,NA,11.73,65.2,10.32,8.22,111.9,29,14,3,NA,4,408,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2002,Sycan R @ Drews Rd,SR0070,162,527,6,11,2002,1210,39.9,NA,16.68,91.6,NA,8.81,NA,36,25,3,NA,12,373,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2002,Sycan R @ Drews Rd,SR0070,175,540,6,24,2002,1250,26.27,NA,22.14,106.5,10.05,8.72,144.3,43,28,3,NA,18,345,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2002,Sycan R @ Drews Rd,SR0070,191,556,7,10,2002,1201,15.37,NA,21.81,119.8,10.21,8.8,135,49,33,15,NA,49,267,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2002,Sycan R @ Drews Rd,SR0070,205,570,7,24,2002,1229,16.98,NA,20.16,118.2,10.46,9.01,134.3,43,32,3,NA,16,282,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2002,Sycan R @ Drews Rd,SR0070,219,584,8,7,2002,1231,17.56,NA,16.08,119.8,10.7,8.99,125.6,35,27,15,NA,24,259,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2002,Sycan R @ Drews Rd,SR0070,232,597,8,20,2002,1241,11.18,NA,16.78,112.8,9.68,8.93,116.8,55,32,3,NA,22,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2002,Sycan R @ Drews Rd,SR0070,248,613,9,5,2002,1225,12.98,NA,15.69,114.6,11.17,8.72,131.4,50,39,15,NA,4,412,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2002,Sycan R @ Drews Rd,SR0070,260,625,9,17,2002,1230,10.09,NA,14.47,122,NA,8.54,80.3,64,51,26,NA,33,416,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2002,Sycan R @ Drews Rd,SR0070,276,641,10,3,2002,1220,17.7,NA,9.05,117.4,10.86,8.61,109.5,49,38,3,NA,56,280,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2002,Sycan R @ Drews Rd,SR0070,288,653,10,15,2002,1208,20.5,NA,8.45,125.2,9.91,7.97,98.5,59,43,30,NA,46,257,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2002,Sycan R @ Drews Rd,SR0070,302,667,10,29,2002,1235,20.75,NA,6.44,127.3,11.04,8.11,105.3,66,53,3,NA,20,224,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2002,Sycan R @ Drews Rd,SR0070,316,681,11,12,2002,1220,25.1,NA,6.52,136,9.65,7.79,91.7,83,59,23,NA,22,328,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2002,Sycan R @ Drews Rd,SR0070,329,694,11,25,2002,1230,22.58,NA,4.68,130.2,10.4,7.76,92.9,76,53,13,NA,29,295,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2002,Sycan R @ Drews Rd,SR0070,343,708,12,9,2002,1219,23.49,NA,3.01,130.7,10.9,7.82,94.7,85,60,11,NA,45,295,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2002,Sycan R @ Drews Rd,SR0070,351,716,12,17,2002,1339,28.74,NA,3.84,135,10.58,7.78,95.8,59,58,12,NA,29,476,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2003,Sycan R @ Drews Rd,SR0070,7,737,1,7,2003,1124,29.09,NA,1.77,104,10.74,7.7,89.3,61,39,3,NA,39,196,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2003,Sycan R @ Drews Rd,SR0070,22,752,1,22,2003,1231,95.48,NA,2.91,71.1,11.78,7.65,102.6,60,27,NA,NA,36,556,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2003,Sycan R @ Drews Rd,SR0070,28,758,1,28,2003,1237,381.73,NA,2.98,43.5,11.24,7.43,96.3,81,20,NA,NA,43,604,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2003,Sycan R @ Drews Rd,SR0070,36,766,2,5,2003,1239,122.96,NA,1.34,61.4,11.02,7.7,91.2,50,20,3,NA,20,607,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2003,Sycan R @ Drews Rd,SR0070,50,780,2,19,2003,1227,110.15,NA,4.01,78.2,11.11,7.81,99.5,55,32,24,NA,28,569,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2003,Sycan R @ Drews Rd,SR0070,63,793,3,4,2003,1240,49.87,NA,5.6,99.1,10.65,7.66,100,52,32,13,NA,11,592,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2003,Sycan R @ Drews Rd,SR0070,78,808,3,19,2003,1249,191.53,NA,5.66,53.3,10.58,7.78,97.6,76,24,30,NA,4,663,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2003,Sycan R @ Drews Rd,SR0070,92,822,4,2,2003,1252,226.96,NA,8.6,65.6,9.35,7.71,94.6,47,15,3,NA,24,487,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2003,Sycan R @ Drews Rd,SR0070,105,835,4,15,2003,1215,282.43,NA,6.44,61.9,10.8,7.64,102.6,41,11,16,NA,14,552,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2003,Sycan R @ Drews Rd,SR0070,119,849,4,29,2003,1251,309.36,NA,6.94,63.6,10.03,7.68,97,35,13,40,NA,4,461,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2003,Sycan R @ Drews Rd,SR0070,132,862,5,12,2003,1250,280.88,NA,10.93,68.5,9.64,7.87,101.3,31,12,10,NA,10,447,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2003,Sycan R @ Drews Rd,SR0070,154,884,6,3,2003,1317,175.93,NA,20.29,67.4,8.45,7.76,107.9,49,21,13,NA,11,582,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2003,Sycan R @ Drews Rd,SR0070,175,905,6,24,2003,1246,33.06,NA,17.01,91,9.57,8.46,115.6,41,25,15,NA,18,421,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2003,Sycan R @ Drews Rd,SR0070,189,919,7,8,2003,1250,16.9,NA,21.03,109,9.27,8.78,121.1,52,37,18,NA,36,198,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2003,Sycan R @ Drews Rd,SR0070,204,934,7,23,2003,1233,14.41,NA,25.41,119.5,8.64,8.89,122.4,55,38,3,NA,30,456,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2003,Sycan R @ Drews Rd,SR0070,217,947,8,5,2003,1318,13.86,NA,20.67,111.1,10.14,8.87,132.9,46,32,13,NA,23,327,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2003,Sycan R @ Drews Rd,SR0070,246,976,9,3,2003,1206,12.9,NA,18.8,124.1,10.64,8.69,132.7,55,39,3,NA,55,393,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2003,Sycan R @ Drews Rd,SR0070,259,989,9,16,2003,1230,18.91,NA,13.69,132.1,8.85,8.5,99.6,49,39,10,NA,32,126,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2003,Sycan R @ Drews Rd,SR0070,273,1003,9,30,2003,1310,15.41,NA,14.54,117.2,10.28,8.8,117.3,58,44,3,NA,32,196,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2003,Sycan R @ Drews Rd,SR0070,295,1025,10,22,2003,1325,21.04,NA,11.1,109,9.16,8.22,96.9,60,44,3,NA,16,371,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2003,Sycan R @ Drews Rd,SR0070,301,1031,10,28,2003,1159,21.26,NA,10.66,136.1,9.52,7.5,99.5,56,41,31,NA,35,272,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2003,Sycan R @ Drews Rd,SR0070,316,1046,11,12,2003,1206,22.64,NA,5.99,142.5,9.93,7.3,92.7,63,49,18,NA,34,259,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2003,Sycan R @ Drews Rd,SR0070,328,1058,11,24,2003,1205,22.46,NA,3.5,128.9,10.89,7.18,95.7,62,46,10,NA,4,219,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2003,Sycan R @ Drews Rd,SR0070,342,1072,12,8,2003,1310,25.1,NA,4.84,129.9,10.13,7.6,91.9,71,53,3,NA,48,269,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2003,Sycan R @ Drews Rd,SR0070,356,1086,12,22,2003,1301,26.87,NA,4.62,138.7,10.6,8.14,95.6,NA,49,15,NA,35,266,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2004,Sycan R @ Drews Rd,SR0070,8,1103,1,8,2004,1213,27.35,NA,4.43,133.5,9.86,8.1,88.9,68,50,23,NA,33,258,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2004,Sycan R @ Drews Rd,SR0070,21,1116,1,21,2004,1204,22.76,NA,2.95,125.4,10.16,8.98,87,69,49,21,NA,37,327,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2004,Sycan R @ Drews Rd,SR0070,49,1144,2,18,2004,1114,NA,2.36,1.98,72.5,11.21,7.78,94,107,56,32,NA,54,435,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2004,Sycan R @ Drews Rd,SR0070,62,1157,3,2,2004,1251,101.67,1.91,3.91,77.7,11.48,7.62,101.8,56,27,32,NA,29,461,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2004,Sycan R @ Drews Rd,SR0070,92,1187,4,1,2004,1345,225.41,2.92,7.42,57.4,10.31,7.5,100,48,14,14,NA,12,550,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2004,Sycan R @ Drews Rd,SR0070,104,1199,4,13,2004,1242,188.41,2.65,12.59,73,9.61,8.13,105,44,18,12,NA,13,499,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2004,Sycan R @ Drews Rd,SR0070,118,1213,4,27,2004,1241,177.03,2.56,16.01,69,8.36,7.68,97.7,45,18,3,NA,19,519,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2004,Sycan R @ Drews Rd,SR0070,133,1228,5,12,2004,1200,NA,2.32,11.65,70.1,8.79,7.77,94.2,38,19,10,NA,4,574,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2004,Sycan R @ Drews Rd,SR0070,147,1242,5,26,2004,1201,NA,1.92,16.92,74.9,7.57,7.74,91.6,47,20,3,NA,12,662,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2004,Sycan R @ Drews Rd,SR0070,161,1256,6,9,2004,1318,48.94,1.48,13.05,85,8.8,8.01,98,43,24,3,NA,4,569,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2004,Sycan R @ Drews Rd,SR0070,189,1284,7,7,2004,1427,13.61,1.1,23.46,120.8,10,9.04,136.7,56,39,10,NA,26,375,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2004,Sycan R @ Drews Rd,SR0070,217,1312,8,4,2004,1328,12.79,1.04,21.51,123.7,11,8.97,145.4,48,33,15,NA,40,383,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2004,Sycan R @ Drews Rd,SR0070,231,1326,8,18,2004,1221,NA,0.98,21.17,125.4,9.59,8.44,125,54,36,15,NA,38,359,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2004,Sycan R @ Drews Rd,SR0070,244,1339,8,31,2004,1358,10.35,0.9,19.36,129.2,10.31,8.6,130.2,57,42,3,NA,4,344,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2004,Sycan R @ Drews Rd,SR0070,258,1353,9,14,2004,1420,NA,1.04,15.31,132.1,11.26,8.74,130.7,54,44,10,NA,4,305,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2004,Sycan R @ Drews Rd,SR0070,274,1369,9,30,2004,1322,16.38,1,14.7,136.7,9.86,8.16,113.6,60,44,12,NA,34,279,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2004,Sycan R @ Drews Rd,SR0070,308,1403,11,3,2004,1301,22.41,1.06,5.5,143.7,10.96,7.76,101.2,60,46,3,NA,40,290,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2004,Sycan R @ Drews Rd,SR0070,315,1410,11,10,2004,1152,17.81,1.01,7.31,136,9.27,7.76,89.6,54,43,3,NA,46,284,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2004,Sycan R @ Drews Rd,SR0070,328,1423,11,23,2004,1202,16.65,1,3.87,135.9,10.6,7.81,93.2,61,50,15,NA,44,205,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2004,Sycan R @ Drews Rd,SR0070,343,1438,12,8,2004,1206,NA,1.1,2.29,124.7,10.78,7.6,93.5,66,53,22,NA,39,229,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2004,Sycan R @ Drews Rd,SR0070,344,1439,12,9,2004,1136,53.38,1.47,2.35,138.1,10.35,7.45,87.7,176,141,27,NA,67,604,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2004,Sycan R @ Drews Rd,SR0070,357,1452,12,22,2004,1133,31.64,1.19,1.32,90.9,11.56,7.38,94.7,63,30,13,NA,13,341,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2005,Sycan R @ Drews Rd,SR0070,5,1465,1,5,2005,1213,21.95,1.07,2.3,130.7,10.35,7.53,87.7,58,45,3,NA,4,245,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2005,Sycan R @ Drews Rd,SR0070,18,1478,1,18,2005,1310,22.56,1.07,4.68,137.6,10.66,7.65,95.4,57,46,3,NA,29,185,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2005,Sycan R @ Drews Rd,SR0070,33,1493,2,2,2005,1307,30.39,1.17,3.85,114,11.61,7.54,101.2,48,36,3,NA,26,244,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2005,Sycan R @ Drews Rd,SR0070,46,1506,2,15,2005,1249,21.65,1.04,5.05,118.2,10.52,7.68,96.3,60,42,3,NA,27,259,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2005,Sycan R @ Drews Rd,SR0070,60,1520,3,2,2005,1237,150.86,2.33,2.18,51.3,11.87,7.17,100.9,69,18,28,NA,15,502,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2005,Sycan R @ Drews Rd,SR0070,74,1534,3,15,2005,1316,55.38,1.5,7.88,72.8,10.16,7.47,99.4,54,24,3,NA,30,453,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2005,Sycan R @ Drews Rd,SR0070,87,1547,3,28,2005,1308,96.34,1.78,6.65,92.3,9.65,7.18,93.3,45,20,13,NA,16,372,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2005,Sycan R @ Drews Rd,SR0070,102,1562,4,12,2005,1326,83.8,1.74,9.55,70.8,9.46,8.21,97.5,43,19,3,NA,18,470,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2005,Sycan R @ Drews Rd,SR0070,116,1576,4,26,2005,1405,96.15,2,14.1,74.1,9.66,8.01,109.7,37,16,3,NA,12,489,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2005,Sycan R @ Drews Rd,SR0070,130,1590,5,10,2005,1236,726.84,5.15,8.87,56.2,9.41,7.64,95,75,16,19,NA,4,797,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
